seed,perm,gmm_rmse,kde_rmse,rnade_rmse,realnvp_rmse,gmm_ise,kde_ise,rnade_ise,realnvp_ise,gmm_rel_L1,kde_rel_L1,rnade_rel_L1,realnvp_rel_L1,gmm_rel_L1_median,kde_rel_L1_median,rnade_rel_L1_median,realnvp_rel_L1_median,gmm_rmse_median,kde_rmse_median,rnade_rmse_median,realnvp_rmse_median,gmm_ise_median,kde_ise_median,rnade_ise_median,realnvp_ise_median
651,1 4 0 2 3,8.437330905281108,13.517844240711877,12.791708150487837,7.716890484033743,0.9123647226717893,3.42669040052964,2.372071027809562,1.056430919171229,0.32694130260514037,0.6209024039779633,0.47717550287675914,0.34831579462669904,0.2204578402811051,0.46977225947793344,0.3102757690150051,0.21885257892204474,0.03510671580860049,0.05598718557982847,0.043811945037378806,0.03397294431092765,0.006066569060876275,0.01873879291376724,0.010217222350662233,0.005884364403172696
652,3 1 2 4 0,7.268780265216163,12.642265159318415,10.642785247371128,5.912124910344459,0.7499415677377242,3.2629577147062627,1.5513874462283375,0.7494785723089675,0.3108807154407159,0.6122071134325299,0.4675068017720745,0.3475339330810365,0.21980491432250882,0.4563638477573644,0.3206495894892279,0.2309436176253289,0.0346023194689694,0.06119754096610367,0.057837789071931524,0.03661356747676225,0.005691020753456431,0.019907883145469665,0.014090512401341274,0.0066235407938244895
653,0 1 3 4 2,8.766250116188981,12.85925874062923,10.397078889336292,5.870519916517792,1.0153285564355796,3.186137305455032,1.3954735369998292,0.9999394817774221,0.3293456058537253,0.5758568584825718,0.43162704812729097,0.30054087317451594,0.23953250855397346,0.4359201535914422,0.3195579800505966,0.2041170744567375,0.036460075143111795,0.05159542665032814,0.05602576561798298,0.031081754672192485,0.006349521033236672,0.015408977905867566,0.014265992462658965,0.004852033611547695
654,1 2 4 3 0,7.386148790742951,13.05512370121048,13.044499102386668,7.030109442065012,0.676418553338594,3.34591074583529,3.169000414362481,0.6932211514474153,0.33228616137212363,0.6322003030808768,0.6940649223799332,0.33205563711335706,0.22519782611931172,0.5079458184398501,0.5361162350418769,0.23420871444936925,0.03146734017109475,0.061533722857965864,0.06376856826040532,0.029942156397509977,0.005546786703768882,0.02508888057946639,0.025031265543049006,0.0054523590724646406
655,2 0 3 4 1,7.507849293341917,12.858686130896714,12.981372145123743,6.666727877289646,0.8199388504385875,3.295296003879254,3.355342856632638,0.9041777170937272,0.32105382218610495,0.7808570141716352,0.8126956808511049,0.27098746586058653,0.22962859033545663,0.48073966029697035,0.6110963410652888,0.18037632587999983,0.035037874375107726,0.05941413149435481,0.08083228039895148,0.028520261683924627,0.005937662968607812,0.021170637897609992,0.04005804878395337,0.0038954055404155762
656,4 2 0 1 3,8.116916903444892,13.476044346183434,13.687429120752535,5.197590033814766,0.8269806615121972,3.3424002005079965,3.5695147453827216,1.3627284233093884,0.33305801090929144,0.6140464372246244,0.8468355540497563,0.3519332151382471,0.23190245908934057,0.4567947809810353,0.6527428240506007,0.23599626021548709,0.032712556733086776,0.05613313576392383,0.09011554557936334,0.04019083126019268,0.005895355119129923,0.01901292117330624,0.05211594298898142,0.007295608856416284
1000,2 1 0 4 3,9.127521673570937,13.539016477497364,13.748721190806966,6.7465517896539895,1.0366350011143022,3.3753769182666007,3.658221664225602,0.7087096369229007,0.3354900693531665,0.591097992475048,0.8674268467203652,0.30911801791540056,0.24758294088667532,0.4621048964136924,0.6771819133843744,0.206635248122704,0.03653030734697007,0.05564563917098091,0.09015901618208882,0.03596454085471545,0.006523793941696242,0.019181066478852527,0.0514199873265726,0.006297590145457205
657,0 1 3 4 2,7.618021731758897,13.931318056109935,13.975687947960543,5.478830562307991,0.7281909003888448,3.57047767462093,3.4588611591485385,1.8904735256059233,0.3272628832765721,0.7593610794042508,0.7136868396311642,0.39053585646271627,0.23388303090563367,0.4867742494465771,0.5475624710619501,0.26838774411785515,0.035665979605417245,0.06025386704587593,0.07691125512007956,0.049216220684946674,0.006231301847104461,0.02155967198803814,0.031457980692069086,0.011441837877309631
658,2 0 3 1 4,9.225771363663313,13.249414875041062,12.467275981374135,6.683259691964754,1.103968698822693,3.179758287896411,2.2084460897020035,0.5540726145651735,0.35591006811527676,0.5761369357015454,0.5132713486370131,0.2766969368111692,0.25709666199993125,0.4189233018023519,0.3301525078632721,0.19684799667199732,0.036465380343592695,0.047693351888007204,0.04893158775128927,0.029153108641495264,0.007072328718988692,0.013812978067738683,0.012308641417604328,0.004459055117458803
659,1 2 4 3 0,9.335981011891693,13.505948121461847,13.519214733285649,4.213001069818534,1.0746018057994267,3.455482262191152,3.2923961820826766,0.3269768576418676,0.34198734523142155,0.6071440621504204,0.6727225465091777,0.265975707410642,0.23798522523562263,0.48613311005522547,0.5232408195157285,0.18573551343942352,0.033797443036487775,0.05644758527147962,0.06417645317678135,0.02635463515074337,0.0060544530671565195,0.02021521515678896,0.02382982660656497,0.003744116730229327
