seed,perm,gmm_rmse,kde_rmse,rnade_rmse,realnvp_rmse,gmm_ise,kde_ise,rnade_ise,realnvp_ise,gmm_rel_L1,kde_rel_L1,rnade_rel_L1,realnvp_rel_L1
5,4 0 1 2 3,0.0014842317274736288,0.02112915344671639,0.004892293881809296,0.008677268399265685,3.929330294441433e-05,0.0034644736852144234,0.00036643926802089425,0.0011753833603038435,0.03569865309033763,0.2540111699289699,0.11245870434030701,0.1933213507256382
552,3 1 4 0 2,0.0012728934040545834,0.019400556849816765,0.004196604294529421,0.009165368362579099,2.93944485689708e-05,0.002980264650805861,0.00027116086807811915,0.0016619359242516652,0.0300343914328453,0.26180191223083593,0.09682504691517384,0.24160641937435198
1,2 1 4 0 3,0.001368218260025385,0.019945819746713018,0.005266402951287498,0.008434009201582635,3.586887372256228e-05,0.0032637061313045444,0.00045239667899373844,0.0013162065773482626,0.035023882007716924,0.26491676124525065,0.1271126090115558,0.20800194972634437
2,2 4 1 3 0,0.0017164991640347608,0.01963328795303958,0.004766891568940548,0.00810975351626857,3.9272938631641155e-05,0.0030571424126758515,0.00037354465023798874,0.0012211818698187901,0.03325263055008706,0.25434998544631016,0.11751627496716205,0.2059900656662605
3,3 4 1 0 2,0.001928031169555167,0.01929460538691228,0.004800293708955942,0.008236394967069743,5.8139872554806024e-05,0.003045523120618109,0.00032701871844908163,0.0012270138570216911,0.04188943904317991,0.26115602726178094,0.1031317618829973,0.21036575932545856
7841,3 4 0 1 2,0.0012135203008938275,0.020594594916169967,0.0033617312392591795,0.011138032539724913,2.638887669360192e-05,0.0033560846799480155,0.0001887983673314684,0.0016314985218620385,0.03027120854853531,0.26262813054261985,0.08573288711987348,0.22501534945655188
10,2 3 0 4 1,0.002205688748607053,0.0197261830791244,0.004587800157578623,0.010719918899898626,6.926167494697464e-05,0.0031837183168953857,0.000337699719379688,0.001989413289411951,0.04745322271233202,0.2667308135196034,0.113930730815608,0.24657486621715397
11,2 4 0 3 1,0.0017443377928599117,0.01700419182591323,0.005177890014863375,0.008372583541153195,4.5738598232718376e-05,0.0025585786114374356,0.0003660236304678273,0.0011272592048594177,0.037424022493304024,0.2562490197234364,0.10797067793422092,0.19076283131709623
12,0 1 2 4 3,0.0011894585046138707,0.019738210629353305,0.00537744311174695,0.009689868626192902,2.8181587550201414e-05,0.003123700827525204,0.0004555963896247505,0.001553941672458826,0.03174158955758499,0.2509968017712371,0.12646551546487977,0.22205981839260308
13,1 3 4 0 2,0.0017084338934482612,0.019699305436824136,0.005112611964009154,0.009986552928144564,4.871264774122932e-05,0.0031738089771863646,0.0003351808505172671,0.0015209636021992128,0.03750121347345283,0.2627247269311103,0.10560319203542251,0.22443462217477045
14,1 2 4 0 3,0.0017047996118561923,0.021559762314628462,0.005026276130057518,0.009339914857150052,4.774364327748427e-05,0.003547064135452058,0.0003657637635912535,0.0016036813385294263,0.03804170661167216,0.25566139484313183,0.10760528450274907,0.22743019632225164
101,0 4 2 1 3,0.0019403384156175024,0.020429688652080173,0.005060775273093554,0.00877071215693721,5.242933225834518e-05,0.0034522093911708114,0.0003728245656560263,0.0013002121158599675,0.03963675059220259,0.2708837178666357,0.11441087785557452,0.21400845639614013
111,1 2 3 0 4,0.0015539963734291639,0.019192563293170053,0.00469057291776307,0.00806349735883773,3.864192225292537e-05,0.002998732069597807,0.00039478867005324556,0.00111627771671682,0.033519091400248294,0.2561552871554174,0.11917470387834232,0.2097903621948295
121,4 3 0 1 2,0.0018025123148264148,0.019810392561699922,0.005254438383964437,0.009259584288843655,5.9286699276703234e-05,0.0031323574529318852,0.00043494679194855233,0.0014364938581383055,0.04221185457697719,0.2568821782052499,0.12260921910420504,0.23136954507679974
131,4 1 0 2 3,0.0018598794165535569,0.019245419179347863,0.005568319277811914,0.007382311513528027,5.3176566069653676e-05,0.0031250095225898106,0.0004012874450719405,0.0009847797182731314,0.03769956343601848,0.26498596341214425,0.10997899539682253,0.18702607405103353
141,3 0 2 4 1,0.0024376150635826077,0.01959815459704882,0.0057785987263629345,0.008553450256809779,6.977917639563322e-05,0.003184335936771497,0.0004471827537631533,0.001379861025428871,0.04540125345322283,0.26765575049860635,0.11693121913847374,0.2259957783629327
1011,4 1 0 2 3,0.001563157530590292,0.018054276131883255,0.0048911260945504725,0.008320612200847517,4.630603008547127e-05,0.002733556109049897,0.00037134209382151185,0.0012566540405505946,0.03975759377171251,0.2530997214036874,0.11655724994701881,0.21403969315959903
1111,0 2 1 3 4,0.001459363245108817,0.018911194969644003,0.004389831714272792,0.009935685392270922,3.536958641696363e-05,0.0029303276526064033,0.00033298256974079605,0.0015419658966802582,0.03171081584812446,0.25565378607744693,0.1134812286486031,0.2185950400449824
1211,3 0 4 2 1,0.002074402441709739,0.01916253912263205,0.005657646077888672,0.007949925452927036,6.155661800643841e-05,0.002979578478710077,0.0004372983179922689,0.0013155158409154692,0.04072646630875512,0.2562137273070958,0.11696025545107071,0.23289661204297848
1311,0 3 2 4 1,0.0015337403563636276,0.019429247679464016,0.0045676556687452305,0.011755102440120782,3.43787274201958e-05,0.0031349657281934105,0.0003206871627053741,0.0020477631353068913,0.03342166443526477,0.26208957300029295,0.10813324378732295,0.2606195134549983
1411,4 1 2 0 3,0.0020832609256771343,0.01944325851713457,0.005568189729995182,0.00946875286879846,5.082542370466323e-05,0.003005374962175649,0.0003682605762715616,0.0014961896408721973,0.03526766357427209,0.24727247456199966,0.10429677285268149,0.2213556280349058
3001,2 0 3 1 4,0.001358120143546556,0.021292776715353366,0.004418849012626583,0.009063340184077756,2.3358138371455545e-05,0.0034497013941891717,0.00027747668731616863,0.0014659967655260655,0.02586767184986114,0.25686406281602797,0.09993416994988222,0.2181275294466853
3002,4 3 2 0 1,0.0016831229495214918,0.020388621977389797,0.005378309454565032,0.013786255618484147,4.674458075799431e-05,0.003231547007825165,0.00043875840207951777,0.002133673244233041,0.03833035478172885,0.25320528252210833,0.11934165291315091,0.24335522363047238
3003,3 2 1 4 0,0.0014384916739329369,0.020430430117533226,0.004609712732746036,0.008797947736090696,2.838065934935995e-05,0.003369241351918742,0.0003741399682827921,0.0015383531507006073,0.028469874382721416,0.26570295079702316,0.11700472712350063,0.2311359788424024
3004,4 0 2 3 1,0.0012651835229808416,0.020638552103703207,0.003921253467068052,0.009257498302124752,2.8568330421421667e-05,0.0033754482880327336,0.0002562859702300986,0.0012236726475478783,0.02994197622551236,0.26015395608747316,0.1004046046442824,0.1979214896701822
3005,1 4 3 0 2,0.0018107992237494854,0.01921244605619601,0.005792046698405376,0.01367766085508052,4.742861567687852e-05,0.003052560664778281,0.0004572565692737607,0.0024612200018677304,0.038097779217221385,0.2645801287594486,0.1228640630733705,0.2706769792333853
3006,3 0 4 1 2,0.0013054460574308056,0.019860726090885038,0.005904225815982715,0.008304126682734904,3.1317389584950236e-05,0.003152704706794234,0.0004580047104635869,0.001064090507680113,0.032414162065572266,0.2519670906873234,0.11555394311247341,0.18163590192576592
