seed,perm,gmm_rmse,kde_rmse,rnade_rmse,realnvp_rmse,gmm_ise,kde_ise,rnade_ise,realnvp_ise,gmm_rel_L1,kde_rel_L1,rnade_rel_L1,realnvp_rel_L1,gmm_rel_L1_median,kde_rel_L1_median,rnade_rel_L1_median,realnvp_rel_L1_median,gmm_rmse_median,kde_rmse_median,rnade_rmse_median,realnvp_rmse_median,gmm_ise_median,kde_ise_median,rnade_ise_median,realnvp_ise_median
5,4 0 1 2 3,9.684748321930714,13.346025576722795,12.695782989331867,6.267912703768778,1.169926160951893,3.4266229570975573,2.461736096614768,0.5999005836872342,0.395951321043692,0.6275742444690892,0.5170396377694838,0.2913347126105558,0.28909309513582365,0.5130853943115523,0.3718443237142812,0.1882310166510685,0.04006556109245718,0.06148271864667946,0.05234602664382075,0.031256780513794165,0.00887463388339372,0.02322520902127804,0.0148988981766007,0.0048581133747806725
985,2 0 1 4 3,8.922859624622074,13.56027291222635,11.824685822098402,9.09572026067493,1.0490046897894632,3.5691084447662846,1.8429627529653012,1.0697343848114576,0.38142649197109046,0.6392262341359377,0.4767222140410486,0.36510343446792864,0.26678557464013153,0.5166022121426626,0.3351646777571727,0.22838105383587312,0.037366797470544076,0.0667435524118691,0.052090834455743806,0.03445585010513015,0.007422230772004674,0.025423950875958452,0.01284947756353293,0.00656792898999511
984,3 4 0 1 2,8.204396965296441,13.03827835040709,11.708462998731466,4.992680580927942,0.9925593689326572,3.4078678242115106,1.9875824910417406,0.5563486152596413,0.3754737117129427,0.6305231419672063,0.4498547836604533,0.3322384445736169,0.2712870620219193,0.5067188528878303,0.3211571013914491,0.22744583554159292,0.03976895901809289,0.0637451200038872,0.048501032660702166,0.04113732703678651,0.008166373452745578,0.022953266114156816,0.011355394399977153,0.008099777547401793
983,0 4 3 2 1,9.639335878118091,13.271203767419294,13.26047781564505,8.091135589314094,1.1219912844700801,3.367084042106923,3.255667345809555,0.8856439654979067,0.38772616902659407,0.6479139870365409,0.7481080164409649,0.3635813476058543,0.28512717798749065,0.5077807255267346,0.6383790637249309,0.2612817775398475,0.039452358085378635,0.05579262737951002,0.08068687886211966,0.03838628863602878,0.00826453884118045,0.019979315908131717,0.03803101118079265,0.007849790466147059
982,0 4 1 3 2,7.64724791671042,13.20328822202803,13.39518834814732,6.8908036831926065,0.8373694404133264,3.3373030313686147,3.491434732924936,0.8831656554598896,0.3834414618588595,0.6155855639241752,0.7802142171624304,0.3341580781871787,0.2769020691340533,0.49159457214187924,0.6389973630920474,0.2256236328681136,0.03764956774981549,0.054111541460544366,0.08921137984442044,0.03523303744625636,0.007987236664715219,0.017823253921723535,0.044609654018875775,0.006396442672614831
981,0 1 4 3 2,9.409870295571674,14.175671691909137,12.291762790955714,7.39025344829761,1.1007162381931903,3.701241170671802,1.8298942151808566,0.9280049029913704,0.38156373982743924,0.6287074473774543,0.44666597470749186,0.33640664822427624,0.2876399068357629,0.5530979067028303,0.31335923127897847,0.22864523429859138,0.04485139599432882,0.07769103281830368,0.051847287798329686,0.036643519942651304,0.010036937422843343,0.032854131628988203,0.012602296527964733,0.006644613423827093
980,1 4 0 2 3,11.035422328601042,14.130044769188883,14.3663010723646,9.881706232715647,1.451430097961394,3.5910137927938837,3.8944188173509318,1.1834063228936194,0.39470468010017157,0.6336320187540861,0.9140835141143332,0.31949738117307525,0.30119701908326224,0.48452413335845596,0.7167725188970756,0.21080034363658223,0.04904886550301423,0.05863019833958591,0.10117121834820311,0.031494426937883256,0.0103552012353718,0.020030857730693283,0.060010459906670546,0.004833403051146684
634,3 4 2 1 0,8.602758220264839,13.728834421027141,12.783872937241945,6.907207873448358,0.9654648688698988,3.652773500069717,2.3646334872053614,0.8237044899925033,0.3698494823507086,0.6483650197514282,0.4912981319429986,0.2957455732114628,0.26790998990219916,0.5432731302202438,0.3610278464797294,0.2087303553616801,0.03976705408793675,0.07617112504269344,0.052721629948301735,0.034596024997758254,0.008125298007028735,0.032591285590239716,0.014004852491119837,0.005718742339628112
635,3 4 1 2 0,10.87148364740064,13.490244148562146,13.45433258926943,5.827618052739313,1.4947524813125748,3.4584911033725527,3.251788393563903,0.530954842463044,0.387652024945636,0.628512717882589,0.6435192705443038,0.29435849311390583,0.29661374947847874,0.5108796154343898,0.5258157855535905,0.21122788404821308,0.04055969212042482,0.05979902327722677,0.06440434837638491,0.03076488622549607,0.009454390582832314,0.02170494240432917,0.024881754164428498,0.005034337913920191
636,2 3 1 0 4,10.185171254879942,13.522364177234955,11.89181082116312,5.260583160870318,1.3420254504871896,3.4779453184248683,1.8906329368667052,0.47891669489816613,0.40705889822917135,0.6722525560361292,0.4886466849990258,0.31519814545300134,0.2992217067111461,0.5126442795004629,0.346937376774339,0.2340859538264527,0.04390479333076304,0.05988397154839714,0.0510295145604199,0.03783631235329347,0.00974970235888558,0.021500223039457513,0.014133943008990686,0.007029294353526557
