seed,perm,gmm_rmse,kde_rmse,rnade_rmse,realnvp_rmse,gmm_ise,kde_ise,rnade_ise,realnvp_ise,gmm_rel_L1,kde_rel_L1,rnade_rel_L1,realnvp_rel_L1,gmm_rel_L1_median,kde_rel_L1_median,rnade_rel_L1_median,realnvp_rel_L1_median,gmm_rmse_median,kde_rmse_median,rnade_rmse_median,realnvp_rmse_median,gmm_ise_median,kde_ise_median,rnade_ise_median,realnvp_ise_median
601,7 0 11 18 17 8 3 14 15 19 6 13 2 10 1 5 4 12 16 9,59779790360.89367,59780060372.96261,59780060347.565155,59658797385.58627,805734573.4612751,806019943.0183393,806017240.9785813,797357611.2754009,1.165167448720931,1.1132903339345441,1.1140673321328631,0.9576894341486782,0.9024859013673743,0.9960212998102749,0.8752349092828292,0.7048515282085999,0.005460262246811633,0.007252652378603653,0.004963620790719918,0.003897528125220777,0.003922574186579606,0.0070134393004534805,0.0034434533123746123,0.0021486908063090048
602,7 6 17 1 5 18 15 13 11 0 10 14 3 2 4 19 12 16 8 9,441198560683.66565,441198579448.2097,441198579442.101,441056626620.4617,4173782941.40924,4173864057.8288407,4173861764.736797,4167831220.925644,1.1157925350759623,1.063751661576484,1.1080564834288087,0.9871717648737364,0.9097971747574801,0.9950681528714466,0.8905857357838547,0.7383282273228229,0.005120660709877714,0.00636766988667182,0.004760812946463623,0.0036563025460120482,0.0037691325792407237,0.005957899946295047,0.0031861891073932894,0.0019621610790329018
603,1 7 15 9 12 18 19 2 14 5 0 13 4 10 17 3 16 6 8 11,18571737085598.94,18571737100343.035,18571737100343.035,18568161374371.516,133053164878.93092,133053324083.79128,133053323889.01097,132993470473.61162,1.1450829089799932,1.0094048200375176,1.1108219117785505,0.9516525482491379,0.9005221791315179,0.9955429567490642,0.9372171540408706,0.7122425551193805,0.006371182965870457,0.00804972811328412,0.006289484914884018,0.004605358260151702,0.004799198004730869,0.007733543477566157,0.004822925132796314,0.002425272285530431
604,0 4 11 13 15 16 10 19 1 3 18 6 14 2 5 9 17 7 8 12,2103708218280.8308,2103708256035.9924,2103708256035.9778,2103700557327.8274,15242434389.73059,15242719613.530653,15242719427.5706,15239603717.21359,1.1900154277014725,1.0809425082160662,1.25414347689164,1.0504425821677112,0.906157900721964,0.9959309848421998,0.942886893117109,0.7514036385286111,0.004954049450579758,0.006581756787353166,0.0055844120863737445,0.003912099206809482,0.0037346933979997086,0.006336979344764281,0.004290196118849118,0.002258016412218262
605,6 16 18 9 3 7 11 17 0 14 15 2 5 12 1 8 4 19 13 10,315521913302.1164,315521940467.52203,315521939537.2912,315421323921.9144,2996506002.9362564,2996652270.4465837,2996623011.088,2968013765.0916667,1.0392535183251637,1.0399540169287929,1.0409219100390912,0.9796124168565972,0.9070539965797603,0.9968197052151868,0.7934038404808935,0.7165819572727821,0.005235341978508877,0.006849116856941349,0.00407524780916778,0.0037413336941461814,0.003949111873876044,0.006653760584352722,0.002363920550432258,0.0018916793101460775
606,18 2 19 7 8 11 10 0 13 17 4 3 15 14 1 16 12 9 6 5,53775160153.77788,53775414574.62024,53775408533.80112,53752200388.71848,561315767.0253093,561683875.9062238,561629577.0364609,558089979.0085402,1.1297302332880277,1.0548699233926642,0.9848666798629061,1.0481183553882416,0.9008383117970269,0.9951101762607077,0.73148861722273,0.7356055255485856,0.004581983526766413,0.006263207651439954,0.0035133932020265336,0.0034669000112184335,0.0031107776683798527,0.005852477356427222,0.001748631779758209,0.0018474488809970607
607,17 7 1 18 4 16 0 19 11 9 12 14 10 5 2 3 8 13 15 6,2040454915495.9858,2040454961390.0684,2040454520474.323,2040372972741.4438,15980844964.681816,15981034332.285587,15980127327.9259,15964962644.6465,1.1261815642308444,1.0267122823713501,0.9915390535506456,0.9295690905783632,0.9075412068050204,0.996268676076307,0.708183605228657,0.7408118107355322,0.005622302010115749,0.00715556120195756,0.004001864545692364,0.00426978441759731,0.004298532575344632,0.006897460018200158,0.0021224796280446268,0.0022696642610229795
608,16 6 4 12 0 14 18 9 2 11 15 7 17 10 19 1 3 8 5 13,27987553887.46898,27987648898.43554,27987646618.827152,27984212410.19836,455159252.4237108,455259709.68546814,455244677.4584716,454714214.51182216,1.1309756473007835,1.039096903950912,0.9909096296216195,1.0093641357881644,0.8990591072677458,0.9961775134623047,0.791921737492407,0.7251589552993933,0.005610592772473488,0.007196071725138363,0.0045659963039979086,0.004165284923497997,0.0040359844132579455,0.007027243802417236,0.0026957608069647504,0.0022920750778751197
609,19 14 10 15 17 8 5 6 0 12 4 16 7 3 18 11 13 9 1 2,259544692972.6853,259544801587.94156,259544699353.8254,259534681272.01517,2104177289.3287597,2104517273.3679285,2103644622.8624327,2102936130.6078,1.1026914601220976,1.0239787112023473,0.8214549638904609,0.949535498086787,0.8986762397550738,0.9959852417609764,0.6456300337142802,0.7233427352515149,0.005468371452082455,0.0073133976351693756,0.003564501016080229,0.0038910956211697456,0.003839267762975292,0.006980945764277926,0.0018613085343728388,0.0021362958124880875
610,4 2 6 13 17 11 19 7 18 10 0 8 16 15 1 9 5 14 12 3,141509210395.91705,141509253739.23618,141509253739.23788,141454920164.72073,2149865725.9496098,2150002333.956152,2150002333.9654684,2142324408.0248015,1.1378280120947357,1.017208658662039,1.2388696784829845,1.2300187008601775,0.9070799094025885,0.9961325810854584,0.999361113910294,0.7020262070017365,0.005863280531262826,0.007569377368939877,0.007711244347945876,0.004280085165320649,0.00465593430960059,0.007267169949228524,0.007633437958323174,0.0022122479055009885
