seed,perm,gmm_rmse,kde_rmse,rnade_rmse,realnvp_rmse,gmm_ise,kde_ise,rnade_ise,realnvp_ise,gmm_rel_L1,kde_rel_L1,rnade_rel_L1,realnvp_rel_L1
4000,9 7 1 3 0 4 2 8 6 5,0.0005368785826907836,0.00814302281365312,0.0030187938762424693,0.0026894449913737713,2.410216396881956e-05,0.0023130903948494694,0.0004557478496029207,0.0005448261585794508,0.08956822219110046,0.6893086851144286,0.3472589932831068,0.43724939380490485
4001,1 7 5 9 0 4 2 6 3 8,0.000600264344328052,0.00815806780863227,0.002512256621052729,0.0027881066027597243,2.5807854562504783e-05,0.0023298407500196047,0.00037100733250200544,0.0005953801232225196,0.09163877597181998,0.6927204457400108,0.32784407082595296,0.4740636069708464
4002,6 9 7 4 1 0 5 3 2 8,0.0007306090119575051,0.008087518585347413,0.0027547671129605003,0.003976806877315077,3.312461720872623e-05,0.002310985839724285,0.000422196384910192,0.0008071730276799919,0.09677328816822062,0.6964453797251432,0.32864336843091224,0.4387764545106238
4003,6 2 1 5 0 4 3 9 7 8,0.0005923588867584125,0.00817201447299974,0.002386478824580606,0.0027014523995891114,2.6224955383555754e-05,0.0023639419307925997,0.00031347932474242086,0.0005732212258400969,0.09126588550093363,0.7099504008954078,0.3049706217543974,0.4593468496452286
4004,9 6 2 1 4 8 3 5 7 0,0.0007799624258437584,0.008132005734968658,0.0030752414930035445,0.0030192765529715596,3.905334383513717e-05,0.002340741889882446,0.0005359556850243273,0.0006412690821360125,0.10812795210324407,0.672393405809934,0.3685912108153343,0.44716673647221705
4005,3 0 7 9 2 4 8 5 6 1,0.0005072049936327947,0.007859329785690837,0.0027656552737545504,0.003210026087337874,2.0481848263346276e-05,0.002169331276586428,0.00045441066275286,0.0007533884140799355,0.08427186012329582,0.7021094338959367,0.35240921427653704,0.5155981654126168
4006,9 1 5 2 0 6 8 3 4 7,0.0006776361822362375,0.007857033489418309,0.0023099149179459572,0.002992729352101202,3.481132311333787e-05,0.0021982548898170436,0.0003405625639205225,0.0006450053944691807,0.10244286494500718,0.6573084076231903,0.3427444763324417,0.45877678829907753
4007,4 5 9 0 7 1 8 6 3 2,0.0005216394662230377,0.007703322532200545,0.0031442138274190273,0.00276261510098103,2.3787518877640447e-05,0.0021814594753975444,0.00046568310374583765,0.0006123868756838978,0.09011784908210763,0.7048580046126716,0.33489051580104234,0.4554271273567618
4008,6 9 0 8 2 5 3 7 1 4,0.0006253485166075689,0.008435692118390726,0.0030340015671672335,0.003082248575547448,3.2916157882777186e-05,0.002405798295290331,0.0005098645673618614,0.0006611028559531159,0.10384754317057225,0.6618363703653619,0.378441479047317,0.4333427242210523
4009,4 5 0 7 6 8 1 3 9 2,0.0006754907601606635,0.008306103400181447,0.002597034559462141,0.0021650580244419503,3.213605002587496e-05,0.002405116390532794,0.00039491027327098277,0.0003701678722991525,0.09760353528479208,0.7522153409627392,0.3284749921924413,0.36416960773308266
4010,9 3 1 8 7 2 6 4 5 0,0.0004875310579092257,0.008306428798181227,0.0024966276941890547,0.0025387796034344956,1.9726566859426393e-05,0.0024486234983373363,0.00042137334829756473,0.00048223194133485816,0.08301486360677193,0.6987813364382277,0.36978233673943967,0.4120808205576435
4011,1 7 3 9 2 0 4 5 8 6,0.0006710388111296853,0.008140012535334378,0.002226706497348516,0.0026893899168848653,3.092171604732769e-05,0.0023414835931412385,0.0003230194224820578,0.0005858951638479197,0.10218415744182949,0.6820697323194321,0.33018416998938077,0.455281695553232
4012,8 2 5 9 7 6 1 4 0 3,0.000568208728525931,0.008241117215918768,0.0027356644450763842,0.0029650040871097576,2.248950008525022e-05,0.0023518095704108608,0.0004122730821658303,0.0005663806550090199,0.08405419601864404,0.7682822357438949,0.33643492875369607,0.4499098810344546
4013,6 5 4 7 1 2 3 8 0 9,0.0008457851689020869,0.007950736234554355,0.002764348526336956,0.0027994336106363055,4.267174883501722e-05,0.0021971477963683727,0.0004351999372431667,0.0006205218950777495,0.10828060084379319,0.6487747595201219,0.34452547433728886,0.4630229176831147
