seed,perm,gmm_rmse,kde_rmse,rnade_rmse,realnvp_rmse,gmm_ise,kde_ise,rnade_ise,realnvp_ise,gmm_rel_L1,kde_rel_L1,rnade_rel_L1,realnvp_rel_L1
2001,1 3 2 4 0,0.0021047941490874183,0.022506919717094998,0.0067259266778768095,0.008792777986968495,7.569913196167806e-05,0.004167257044087156,0.0006106216767221498,0.0013345908297613047,0.046803936217718806,0.30125922401821786,0.14149425570771798,0.20541608534519587
2002,3 4 0 2 1,0.004725579899640713,0.02281813438080134,0.0055885488427804605,0.008532665595659347,0.0003072321265616597,0.004218630833670124,0.0004454350929311412,0.001146221142136911,0.08714450563510615,0.30019588921384316,0.12221658045707555,0.20745968489957622
2003,4 1 2 3 0,0.0017555076275619123,0.01943746856286116,0.006015582211619469,0.009247754358589674,6.043845805790525e-05,0.0033499130880826817,0.0005801954928008139,0.001320135833818873,0.04584408138657911,0.2906660255972089,0.1450385805291477,0.1972143617854308
2004,4 0 2 3 1,0.0021115126122159575,0.02198596251615914,0.007701296468852865,0.009158860384243095,7.70511520416798e-05,0.00401702949515111,0.0008002874809534932,0.001497762803611919,0.05035588472445107,0.3060385388934754,0.1519214578482242,0.22286935498669985
2005,2 0 3 4 1,0.001763683253788068,0.021786136699158735,0.006362089998486941,0.008686613812102733,5.957632743352519e-05,0.0038610984489666697,0.0006569963583513386,0.0013976673846046958,0.04593525285500225,0.28882347358639127,0.15073473419020067,0.22778522550884717
2006,3 0 1 2 4,0.0043745837035897945,0.021499983088748637,0.00817074902784481,0.01134240239538611,0.0002753338662799922,0.0037941184464179174,0.0010531163179929857,0.002163865196599042,0.08795006147828228,0.2925374515311021,0.19236982142442638,0.2759237569640135
2007,0 2 4 1 3,0.0030009459121793807,0.020789839821108044,0.007271299581920614,0.009954575723219559,0.00013807587808401415,0.0037208854309456548,0.0008610846885968572,0.001872026631731379,0.061864829261544255,0.29868354425101806,0.17173523040959676,0.26696065460155316
2008,1 0 2 4 3,0.0019097526998732614,0.02099720766437693,0.00624292528770504,0.009412914962325712,6.691448024768976e-05,0.0037622774419794874,0.0005646860394370619,0.0016738503812316155,0.04745587011850387,0.2946102903790383,0.12834294328232657,0.24882665117219516
2009,3 0 4 1 2,0.0016142592365868441,0.020331465768244166,0.006157489399306635,0.010770162795455267,4.443292357215342e-05,0.0034697262028719755,0.0005662732710248942,0.001713991385510657,0.038368769405811305,0.2986315271042491,0.1421039409459478,0.24594196547412753
2010,2 3 1 4 0,0.002074050688272076,0.023453988441850926,0.0063160431044821455,0.007626306180910567,7.087171535362251e-05,0.00437418491288423,0.0005877049815192929,0.0009528568547029905,0.045204060281368814,0.2975361006412337,0.13938528985933193,0.18865672071569356
2011,2 4 0 1 3,0.002692165855943202,0.020175047009992956,0.007412852800903279,0.010255942668354336,7.703253362237481e-05,0.003624660240162436,0.0007527528432316784,0.0018438369269500327,0.04284689687375537,0.2967425166296247,0.1540063385876155,0.24289262251418595
2012,4 1 3 0 2,0.0024538516890072527,0.02055488630825931,0.007931030729844182,0.009219274755406072,0.00010121439285869807,0.003512227498794023,0.0010030679049535685,0.0014890196829404057,0.0585567965223202,0.2791163667646594,0.1972000723297324,0.22990264016574938
2013,3 1 0 4 2,0.0020355775641951327,0.0222188133767844,0.007454105492268938,0.007935206079196615,7.561855615182278e-05,0.004002271415868344,0.0007328887731903943,0.0012347825969920756,0.050827112349422124,0.2998711018744282,0.14613677827704613,0.21746885304284247
2014,3 4 1 2 0,0.0020379887707181435,0.02283546506217141,0.005087071667274917,0.008709367996533143,8.192490772898551e-05,0.004353100874762941,0.0004233834486723916,0.0013664301872722627,0.055463608208118784,0.3031463860608779,0.12860649500884716,0.2177910496952005
2015,1 4 3 0 2,0.002690211718694289,0.020413343951833356,0.00799364304854906,0.00877605895671207,9.773048224526347e-05,0.003452815922997994,0.000844823867304914,0.0013617190240922488,0.05270893810457416,0.2744914151954192,0.15773063643965496,0.21161571635252371
